	 qseqid    	 sseqid       	 bitscore 	 qcovs 	 scov 	 bitscore 	 qcovs 	 scov 	
	 NP_415028 	 WP_038492408 	      202 	    97 	   94 	      202 	    93 	   97 	
	 NP_415002 	 WP_019565208 	      202 	   100 	  101 	      202 	   100 	  100 	
	 NP_414636 	 WP_003513208 	      202 	    97 	   95 	      202 	    94 	  100 	
	 NP_416703 	 WP_019566029 	      202 	    89 	   87 	      202 	    87 	   90 	
	 NP_418595 	 WP_003513120 	      201 	    79 	   91 	      207 	   100 	   93 	
	 NP_414953 	 WP_038497321 	      201 	    98 	   94 	      213 	    93 	  102 	
	 NP_414657 	 WP_003511175 	      201 	    91 	  101 	      191 	    96 	   66 	
	 NP_417028 	 WP_003511424 	      201 	    94 	   94 	      214 	    94 	   94 	
	 NP_417801 	 WP_003507760 	      201 	    99 	  100 	      201 	   100 	   99 	
	 NP_418409 	 WP_003519353 	      201 	    96 	   98 	      201 	    98 	   95 	
	 NP_418036 	 WP_038493848 	      200 	    91 	   91 	      200 	    91 	   92 	
	 NP_417529 	 WP_038489598 	      200 	    95 	   97 	      200 	    95 	   96 	
	 NP_415451 	 WP_003514549 	      200 	    96 	   93 	      200 	    93 	  101 	
	 NP_416458 	 WP_003515060 	      199 	    94 	   99 	      199 	    98 	   99 	
	 YP_026233 	 WP_038496764 	      199 	    98 	   98 	      199 	    97 	   99 	
	 NP_414744 	 WP_038492109 	      199 	    96 	  100 	      199 	    99 	   98 	
	 NP_415780 	 WP_003513614 	      198 	    88 	   63 	      188 	    61 	   89 	
	 NP_416889 	 WP_038489449 	      198 	    96 	   91 	      198 	    91 	   96 	
	 NP_415103 	 WP_013635754 	      198 	    98 	   88 	      198 	    88 	   97 	
	 NP_414750 	 WP_003511799 	      198 	    92 	   97 	      198 	    97 	   92 	
	 NP_416033 	 WP_003511200 	      198 	    88 	   90 	      190 	    90 	   89 	
	 NP_415304 	 WP_003515564 	      197 	    96 	   95 	      197 	    95 	   96 	
	 NP_417018 	 WP_013635292 	      197 	    78 	   71 	      197 	    70 	   77 	
	 NP_414759 	 WP_003511361 	      197 	    75 	   42 	      197 	    43 	   75 	
	 NP_415551 	 WP_003511060 	      197 	    89 	   90 	      197 	    89 	   89 	
	 NP_415529 	 WP_038492124 	      197 	    92 	   92 	      214 	    90 	   89 	
	 NP_414651 	 WP_038494650 	      196 	    91 	   95 	      182 	    94 	   91 	
	 NP_417041 	 WP_038494805 	      196 	    94 	   93 	      185 	    93 	   93 	
	 NP_416112 	 WP_004431656 	      196 	    98 	   96 	      196 	    96 	   98 	
	 NP_416467 	 WP_038496737 	      196 	    94 	   95 	      198 	    93 	  100 	
	 NP_416288 	 WP_019566879 	      196 	    96 	   98 	      198 	    97 	   98 	
	 NP_416578 	 WP_003514060 	      195 	    80 	   85 	      195 	    86 	   81 	
	 NP_417388 	 WP_003511378 	      195 	    78 	   61 	      193 	    60 	   79 	
	 NP_415118 	 WP_038494932 	      195 	    51 	   33 	      194 	    39 	   45 	
	 NP_414875 	 WP_038497519 	      195 	    97 	   98 	      197 	    99 	   97 	
	 NP_414572 	 WP_038489447 	      195 	    99 	  101 	      202 	    99 	  102 	
	 NP_414948 	 WP_038490632 	      195 	    89 	   93 	      210 	    89 	   96 	
	 NP_418592 	 WP_038491535 	      195 	    90 	   95 	      195 	    95 	   90 	
	 NP_417800 	 WP_003507761 	      194 	    87 	  100 	      194 	   100 	   87 	
	 NP_417644 	 WP_013635999 	      194 	    98 	   97 	      200 	    95 	   99 	
	 NP_416282 	 WP_013636493 	      194 	    96 	   99 	      194 	    98 	   97 	
	 NP_415241 	 WP_038494438 	      193 	    98 	   95 	      193 	    95 	   99 	
	 NP_416529 	 WP_003516294 	      193 	    99 	  100 	      204 	    99 	  100 	
	 NP_414670 	 WP_003516094 	      193 	    97 	   98 	      193 	    98 	   97 	
	 NP_416178 	 WP_038489921 	      193 	    85 	   80 	      193 	    81 	   88 	
	 NP_418260 	 WP_013635577 	      192 	    92 	   92 	      192 	    92 	   95 	
	 NP_414626 	 WP_003513230 	      192 	    84 	   87 	      192 	    83 	   86 	
	 NP_414566 	 WP_038489973 	      192 	    94 	   90 	      192 	    91 	   94 	
	 NP_416371 	 WP_038491028 	      192 	    90 	   92 	      201 	    94 	  100 	
	 NP_416004 	 WP_038494952 	      192 	   100 	  100 	      192 	    99 	  106 	
	 NP_416364 	 WP_003516242 	      191 	    91 	   91 	      180 	    85 	   84 	
	 YP_025307 	 WP_038491715 	      191 	    97 	   97 	      186 	    95 	   99 	
	 NP_416482 	 WP_038490476 	      191 	    96 	   96 	      197 	    96 	  102 	
	 YP_026262 	 WP_038490503 	      191 	    99 	   97 	      191 	    97 	   98 	
	 NP_414608 	 WP_038492451 	      191 	    86 	   83 	      191 	    84 	   85 	
	 NP_417061 	 WP_013635798 	      191 	    97 	   92 	      191 	    92 	   97 	
	 NP_417864 	 WP_003508322 	      191 	    95 	   93 	      191 	    93 	   95 	
	 NP_416526 	 WP_003516285 	      191 	    54 	   98 	      191 	    98 	   54 	
	 NP_415786 	 WP_038492973 	      190 	    98 	   95 	      190 	    95 	   99 	
	 NP_415965 	 WP_038490293 	      190 	    95 	   98 	      190 	    99 	   94 	
	 NP_415618 	 WP_003515245 	      190 	    95 	   99 	      190 	    98 	   97 	
	 NP_416157 	 WP_038491363 	      190 	    98 	  102 	      181 	    98 	  103 	
	 NP_417532 	 WP_004432244 	      189 	    92 	   95 	      189 	    95 	   92 	
	 NP_418639 	 WP_003511405 	      189 	    94 	  100 	      189 	    99 	   94 	
	 NP_415188 	 WP_003510747 	      189 	    95 	   97 	      185 	    89 	   89 	
	 NP_414688 	 WP_038491101 	      189 	    94 	   92 	      189 	    92 	   94 	
	 NP_417769 	 WP_003495199 	      188 	   100 	  100 	      188 	   100 	  100 	
	 NP_417779 	 WP_003516149 	      188 	    99 	   97 	      188 	    97 	   99 	
	 NP_418817 	 WP_038492767 	      188 	    88 	   84 	      201 	    84 	   91 	
	 NP_415750 	 WP_038491283 	      187 	    96 	   93 	      197 	    88 	   96 	
	 NP_415029 	 WP_038492411 	      187 	    92 	   92 	      174 	    97 	  104 	
	 NP_415200 	 WP_038494812 	      187 	    78 	   62 	      187 	    69 	   73 	
	 NP_418570 	 WP_038492232 	      187 	    93 	   91 	      187 	    90 	   94 	
	 NP_414992 	 WP_038489608 	      187 	    99 	   98 	      187 	    98 	  100 	
	 NP_415307 	 WP_038492414 	      187 	    97 	   94 	      187 	    93 	   99 	
	 NP_418320 	 WP_003511588 	      187 	    94 	   95 	      191 	    96 	   94 	
	 NP_414721 	 WP_013636019 	      187 	    99 	  100 	      187 	    96 	  104 	
	 NP_416735 	 WP_003511226 	      186 	    94 	   95 	      186 	    95 	   98 	
	 NP_415026 	 WP_003511316 	      186 	    93 	   96 	      186 	    97 	   99 	
	 NP_418177 	 WP_038495891 	      186 	    96 	  101 	      186 	    95 	   99 	
	 NP_416617 	 WP_038490994 	      186 	    73 	   98 	      186 	    90 	   74 	
	 NP_416173 	 WP_038495165 	      186 	    97 	   99 	      186 	    98 	  102 	
	 NP_415648 	 WP_003512135 	      186 	    98 	   97 	      186 	    96 	   97 	
	 NP_415381 	 WP_003516066 	      186 	    98 	   93 	      186 	    93 	   98 	
	 NP_416173 	 WP_003511955 	      186 	   100 	   99 	      186 	    99 	  103 	
	 NP_415222 	 WP_003511468 	      185 	    99 	   99 	      185 	    99 	  101 	
	 NP_414723 	 WP_013636021 	      185 	    99 	   96 	      185 	    96 	  100 	
	 NP_415615 	 WP_003512383 	      184 	    89 	   76 	      185 	    73 	   91 	
	 NP_418354 	 WP_003515430 	      184 	    97 	   98 	      184 	    96 	   99 	
	 YP_026207 	 WP_025594335 	      184 	    47 	   34 	      183 	    33 	   49 	
	 NP_418092 	 WP_038489643 	      184 	   100 	  100 	      184 	   100 	  112 	
	 NP_415141 	 WP_038492820 	      184 	    91 	  101 	      184 	    94 	   97 	
	 NP_415939 	 WP_038495088 	      184 	    97 	   95 	      184 	    96 	   97 	
	 NP_417983 	 WP_038491868 	      183 	    99 	  101 	      195 	    99 	  101 	
	 NP_417960 	 WP_038494519 	      183 	    98 	   97 	      183 	    97 	   98 	
	 NP_415277 	 WP_038492466 	      183 	    93 	   95 	      183 	    92 	   93 	
	 NP_415268 	 WP_003511387 	      182 	   100 	   99 	      182 	    98 	  100 	
	 NP_417382 	 WP_038492512 	      182 	    87 	   87 	      196 	    97 	   99 	
	 NP_416394 	 WP_003515096 	      182 	    91 	  100 	      162 	    97 	   95 	
	 NP_417381 	 WP_038490925 	      182 	    97 	   99 	      182 	    96 	  103 	
	 NP_414676 	 WP_003511192 	      182 	    94 	   89 	      182 	    89 	   94 	
	 NP_414696 	 WP_038493598 	      182 	    98 	   91 	      182 	    86 	  100 	
	 NP_417918 	 WP_003491840 	      182 	    95 	   95 	      180 	    90 	  100 	
	 NP_414630 	 WP_038491619 	      181 	    98 	   97 	      189 	    95 	  104 	
	 NP_418392 	 WP_003511058 	      181 	    93 	   98 	      181 	    94 	   95 	
	 NP_418579 	 WP_025594477 	      181 	    91 	   89 	      181 	    89 	   97 	
	 NP_418009 	 WP_003514267 	      180 	    98 	   98 	      180 	    98 	  101 	
	 YP_026191 	 WP_038489944 	      180 	    95 	   97 	      180 	    97 	  111 	
	 NP_415302 	 WP_035252179 	      180 	    99 	   96 	      180 	    95 	  102 	
	 NP_418208 	 WP_003517003 	      179 	    96 	   95 	      172 	    96 	   96 	
	 YP_026237 	 WP_038496703 	      179 	    94 	   95 	      179 	    95 	   98 	
	 YP_026237 	 WP_038496972 	      179 	    93 	   95 	      179 	    93 	   94 	
	 NP_418751 	 WP_003511308 	      179 	    93 	   91 	      179 	    91 	   92 	
	 NP_414751 	 WP_013635174 	      179 	    97 	  105 	      179 	    97 	  101 	
	 NP_418588 	 WP_038491310 	      179 	    89 	   97 	      199 	    93 	   92 	
	 NP_416233 	 WP_013635320 	      179 	    76 	   97 	      165 	    97 	   76 	
	 NP_418005 	 WP_013635543 	      178 	    96 	   87 	      178 	    87 	   97 	
	 NP_414634 	 WP_038491609 	      178 	    99 	  100 	      187 	    97 	  100 	
	 NP_417920 	 WP_003511334 	      178 	    97 	   98 	      178 	    98 	   96 	
	 NP_416786 	 WP_038490736 	      178 	    42 	   56 	      179 	    55 	   43 	
	 NP_415445 	 WP_003512501 	      177 	    49 	   68 	      178 	    67 	   49 	
	 NP_417698 	 WP_038490710 	      177 	   100 	   92 	      177 	    93 	  100 	
	 NP_414981 	 WP_003507846 	      177 	    99 	   93 	      177 	    93 	   99 	
	 NP_417635 	 WP_038489324 	      177 	    98 	  100 	      177 	    99 	  100 	
	 NP_415104 	 WP_003516851 	      176 	    99 	   96 	      176 	    94 	  100 	
	 NP_417756 	 WP_003495225 	      176 	   100 	  100 	      186 	   100 	  100 	
	 NP_417747 	 WP_003516387 	      176 	    98 	   95 	      176 	    92 	  103 	
	 NP_416725 	 WP_038495098 	      176 	    97 	   91 	      176 	    92 	   98 	
	 NP_416792 	 WP_003515204 	      176 	    87 	   85 	      172 	    85 	   86 	
	 NP_418319 	 WP_038492131 	      176 	    96 	   92 	      169 	    91 	   98 	
	 NP_415333 	 WP_003514046 	      176 	    90 	   95 	      176 	    95 	   92 	
	 NP_417762 	 WP_003516126 	      176 	    92 	   82 	      176 	    82 	   92 	
	 NP_416398 	 WP_038489797 	      175 	    83 	   81 	      175 	    81 	   86 	
	 NP_418410 	 WP_003519352 	      175 	    99 	   98 	      175 	    99 	   99 	
	 NP_415049 	 WP_038491985 	      175 	    96 	   94 	      175 	    94 	   95 	
	 NP_416226 	 WP_038492083 	      175 	    99 	   94 	      172 	    81 	   90 	
	 NP_415007 	 WP_003516123 	      174 	    99 	  111 	      174 	    97 	  102 	
	 NP_415436 	 WP_038490068 	      174 	    92 	   95 	      174 	    96 	   92 	
	 NP_414748 	 WP_003511345 	      174 	    96 	   96 	      160 	    95 	   98 	
	 NP_416962 	 WP_038494553 	      174 	    93 	   90 	      174 	    90 	   94 	
	 NP_416632 	 WP_019564507 	      174 	    94 	   93 	      185 	    94 	   95 	
	 NP_414740 	 WP_038495004 	      174 	   100 	   98 	      178 	    98 	  100 	
	 NP_416995 	 WP_038490595 	      173 	    90 	   85 	      173 	    85 	   90 	
	 NP_415347 	 WP_038489312 	      173 	    97 	   97 	      176 	    98 	  100 	
	 NP_415708 	 WP_038490519 	      173 	    97 	   94 	      173 	    92 	  104 	
	 NP_415765 	 WP_038492933 	      173 	    94 	   95 	      173 	    94 	   95 	
	 NP_418331 	 WP_038492956 	      173 	    86 	   98 	      173 	    98 	   85 	
	 NP_417772 	 WP_003516136 	      172 	    98 	   97 	      172 	    98 	   98 	
	 NP_418635 	 WP_038492040 	      172 	    98 	   95 	      157 	    95 	  102 	
	 NP_418105 	 WP_003512388 	      172 	    99 	   93 	      172 	    92 	   99 	
	 NP_414714 	 WP_003512840 	      172 	    96 	   96 	      172 	    96 	   96 	
	 NP_417541 	 WP_038495885 	      171 	    97 	   91 	      171 	    91 	  100 	
	 NP_414581 	 WP_003511182 	      171 	    92 	   90 	      171 	    90 	   92 	
	 NP_417764 	 WP_003516129 	      171 	   100 	  100 	      171 	   100 	  100 	
	 NP_415056 	 WP_034501985 	      171 	    89 	   96 	      162 	    97 	   88 	
	 YP_026222 	 WP_019566709 	      171 	    96 	   96 	      171 	    97 	   99 	
	 NP_418487 	 WP_013761951 	      170 	    92 	   94 	      170 	    94 	   92 	
	 NP_415265 	 WP_003511390 	      170 	    95 	   91 	      159 	    90 	   94 	
	 NP_416263 	 WP_038491234 	      169 	    99 	  100 	      169 	    98 	   99 	
	 NP_418418 	 WP_003516825 	      169 	    98 	   98 	      169 	    98 	   98 	
	 NP_417483 	 WP_038491507 	      169 	    79 	   83 	      169 	    84 	   79 	
	 NP_416821 	 WP_038489688 	      169 	    90 	   93 	      169 	    93 	   92 	
	 NP_418596 	 WP_003513118 	      169 	    97 	  108 	      165 	    88 	   95 	
	 NP_416514 	 WP_038491001 	      169 	    91 	   90 	      170 	    94 	   96 	
	 NP_415676 	 WP_003150544 	      168 	    79 	   46 	      169 	    47 	   78 	
	 NP_418256 	 WP_038492346 	      168 	    98 	   95 	      168 	    96 	  101 	
	 NP_416155 	 WP_003511768 	      168 	    87 	   92 	      168 	    93 	   87 	
	 NP_417662 	 WP_003515481 	      167 	    84 	   81 	      148 	    82 	   84 	
	 NP_414934 	 WP_046205579 	      167 	    75 	   81 	      166 	    80 	   79 	
	 NP_417904 	 WP_038493702 	      167 	    92 	  100 	      167 	    97 	  103 	
	 NP_416756 	 WP_038495218 	      167 	    95 	   99 	      167 	    93 	   97 	
	 NP_415604 	 WP_003512960 	      167 	    93 	   96 	      167 	    93 	   99 	
	 NP_416152 	 WP_038496956 	      167 	    99 	   97 	      154 	    97 	   99 	
	 NP_416827 	 WP_038491927 	      166 	    35 	   97 	      166 	    91 	   36 	
	 NP_415055 	 WP_038494241 	      166 	    77 	   77 	      167 	    94 	   96 	
	 NP_417315 	 WP_003511327 	      166 	    98 	  102 	      156 	    95 	  101 	
	 NP_416318 	 WP_038490612 	      166 	    98 	   96 	      171 	    94 	   99 	
	 YP_026238 	 WP_026330617 	      166 	    97 	   95 	      166 	    95 	   97 	
	 NP_416448 	 WP_003515013 	      166 	    84 	   85 	      165 	    69 	   74 	
	 NP_416210 	 WP_003511179 	      165 	    90 	   93 	      165 	    92 	   91 	
	 NP_415956 	 WP_038492639 	      164 	    95 	   96 	      167 	    94 	   96 	
	 NP_416532 	 WP_035252640 	      164 	    87 	   80 	      164 	    80 	   91 	
	 NP_416811 	 WP_013636682 	      164 	    96 	   91 	      176 	    91 	   96 	
	 NP_416583 	 WP_013635195 	      163 	    93 	   95 	      163 	    96 	   99 	
	 NP_415224 	 WP_038495822 	      163 	    96 	   97 	      160 	    96 	   96 	
	 NP_415828 	 WP_003510396 	      163 	    93 	   94 	      155 	    94 	   93 	
	 NP_415814 	 WP_003510988 	      163 	    96 	   98 	      163 	    98 	   96 	
	 NP_418402 	 WP_038491403 	      162 	    78 	   84 	      159 	    84 	   80 	
	 NP_416726 	 WP_038495101 	      162 	    96 	   90 	      162 	    91 	   97 	
	 NP_416687 	 WP_026331057 	      161 	    95 	   96 	      154 	    96 	   97 	
	 NP_416428 	 WP_003511502 	      161 	    91 	   88 	      161 	    89 	   91 	
	 NP_414858 	 WP_038495435 	      160 	    80 	   94 	      160 	    92 	   81 	
	 NP_418436 	 WP_004431596 	      160 	    97 	   96 	      160 	    97 	   97 	
	 NP_417648 	 WP_003513396 	      160 	    99 	   99 	      160 	    99 	   99 	
	 NP_415827 	 WP_003514101 	      160 	    92 	   89 	      155 	    79 	   84 	
	 NP_418305 	 WP_003512904 	      160 	    98 	   95 	      160 	    92 	  104 	
	 NP_414631 	 WP_003513223 	      160 	    88 	   95 	      153 	    92 	   88 	
	 NP_416818 	 WP_038489234 	      160 	    84 	   85 	      163 	    85 	   90 	
	 NP_416243 	 WP_038490117 	      160 	    92 	   98 	      158 	    87 	   89 	
	 NP_417860 	 WP_003514930 	      160 	    95 	   96 	      160 	    95 	  108 	
	 NP_416717 	 WP_038490281 	      159 	    95 	   96 	      159 	    93 	   98 	
	 NP_417048 	 WP_003515720 	      159 	    95 	   94 	      159 	    95 	   94 	
	 NP_416805 	 WP_038493983 	      159 	    91 	   93 	      159 	    91 	   91 	
	 NP_418708 	 WP_038495255 	      159 	    93 	   88 	      153 	    92 	  101 	
	 NP_417224 	 WP_038491219 	      159 	    96 	   98 	      159 	    98 	   99 	
	 NP_415724 	 WP_038490617 	      159 	    84 	   96 	      136 	    88 	   85 	
	 NP_418464 	 WP_003515201 	      159 	    95 	   90 	      155 	    88 	   96 	
	 NP_415778 	 WP_038491204 	      158 	    57 	   98 	      168 	    99 	   58 	
	 NP_416831 	 WP_013635279 	      158 	    84 	   68 	      159 	    73 	   93 	
	 NP_415271 	 WP_013762087 	      158 	    85 	   91 	      160 	    90 	   89 	
	 YP_026169 	 WP_038492859 	      158 	    93 	   99 	      190 	    97 	   95 	
	 NP_414998 	 WP_038491131 	      158 	    25 	   31 	      158 	    31 	   25 	
	 NP_417013 	 WP_003502118 	      158 	    97 	   99 	      158 	    99 	   97 	
	 NP_418222 	 WP_003507583 	      158 	    86 	   87 	      152 	    92 	   59 	
	 NP_417475 	 WP_013636634 	      158 	    97 	   91 	      152 	    91 	   96 	
	 NP_417478 	 WP_038489415 	      157 	    96 	   85 	      169 	    88 	  100 	
	 NP_415527 	 WP_003514088 	      157 	    92 	   86 	      180 	    87 	   92 	
	 NP_418477 	 WP_038494041 	      157 	    98 	   93 	      157 	    91 	  100 	
	 YP_026211 	 WP_038490754 	      157 	    75 	   75 	      157 	    74 	   76 	
	 NP_417755 	 WP_003516040 	      157 	   100 	  102 	      157 	   100 	  101 	
	 NP_414725 	 WP_019564214 	      157 	    91 	   83 	      157 	    83 	   91 	
	 NP_416542 	 WP_038495247 	      157 	    96 	   94 	      157 	    94 	   96 	
	 NP_415409 	 WP_004432060 	      156 	    90 	   94 	      156 	    94 	   89 	
	 NP_414955 	 WP_038492963 	      156 	    89 	   88 	      179 	    86 	   89 	
	 NP_418772 	 WP_004430957 	      155 	    86 	   57 	      148 	    96 	  114 	
	 NP_414984 	 WP_019565993 	      155 	   100 	   96 	      155 	    97 	  100 	
	 NP_417745 	 WP_003514812 	      155 	    98 	   99 	      155 	    99 	  100 	
	 NP_416869 	 WP_019566960 	      155 	    86 	   88 	      155 	    85 	   91 	
	 NP_415165 	 WP_025594233 	      155 	    61 	   57 	      155 	    54 	   59 	
	 NP_415133 	 WP_038492900 	      155 	    93 	   94 	      155 	    92 	   97 	
	 NP_417160 	 WP_003514252 	      154 	    96 	  100 	      167 	   100 	   97 	
	 NP_417010 	 WP_038492469 	      154 	    87 	   89 	      175 	    94 	  107 	
	 NP_417838 	 WP_035202502 	      154 	    93 	   79 	      154 	    79 	   96 	
	 NP_416930 	 WP_038490798 	      153 	    75 	   52 	      153 	    52 	   76 	
	 NP_415239 	 WP_038494494 	      153 	    96 	   89 	      153 	    89 	   96 	
	 NP_415698 	 WP_003515271 	      153 	    90 	   86 	      153 	    86 	   90 	
	 NP_418189 	 WP_003516748 	      152 	   100 	  102 	      165 	   100 	  104 	
	 NP_417780 	 WP_003507767 	      152 	    99 	  100 	      152 	   100 	   99 	
	 NP_418142 	 WP_003511572 	      152 	   100 	   87 	      152 	    88 	  102 	
	 NP_415930 	 WP_013635903 	      152 	    90 	   89 	      159 	    99 	  101 	
	 YP_026228 	 WP_019566011 	      152 	   100 	  100 	      171 	    99 	  100 	
	 NP_417391 	 WP_038490321 	      151 	    91 	   93 	      151 	    93 	   94 	
	 NP_416935 	 WP_038493646 	      151 	    77 	   90 	      151 	    90 	   78 	
	 NP_416605 	 WP_013635302 	      151 	    81 	   62 	      152 	    64 	   88 	
	 NP_416810 	 WP_010892401 	      151 	    84 	   82 	      151 	    82 	   84 	
	 NP_416921 	 WP_013762314 	      151 	    95 	  103 	      151 	    98 	   95 	
	 NP_417954 	 WP_004431708 	      151 	    81 	   97 	      151 	    95 	   82 	
	 NP_415013 	 WP_038494264 	      150 	    97 	   89 	      149 	    81 	  104 	
	 NP_418282 	 WP_003515595 	      150 	    99 	  101 	      150 	    99 	  104 	
	 NP_414593 	 WP_038490545 	      150 	    95 	   96 	      150 	    95 	   97 	
	 NP_417063 	 WP_003512243 	      150 	    80 	  110 	      149 	    93 	   84 	
	 NP_415393 	 WP_038490026 	      150 	    97 	   96 	      150 	    95 	  107 	
	 NP_416790 	 WP_003512655 	      149 	    76 	   87 	      149 	    83 	   76 	
	 NP_417375 	 WP_013635699 	      149 	    93 	   91 	      149 	    91 	   93 	
	 NP_415303 	 WP_038489893 	      147 	    92 	   86 	      162 	    87 	   92 	
	 NP_415843 	 WP_038495740 	      147 	    99 	   84 	      155 	    81 	  102 	
	 NP_415797 	 WP_038489600 	      147 	    93 	   97 	      142 	    95 	   93 	
	 NP_415005 	 WP_003514308 	      147 	    98 	   98 	      147 	    98 	   98 	
	 NP_417059 	 WP_038491513 	      147 	    95 	   95 	      147 	    96 	   98 	
	 NP_418475 	 WP_038496583 	      147 	    96 	   99 	      147 	    97 	   96 	
	 NP_415734 	 WP_038491742 	      147 	    92 	   95 	      161 	    92 	   95 	
	 NP_414718 	 WP_035198203 	      146 	    83 	   61 	      139 	    95 	   51 	
	 NP_415854 	 WP_038492486 	      146 	    95 	  108 	      122 	    95 	   97 	
	 NP_416390 	 WP_038492845 	      146 	    99 	  103 	      146 	    96 	  105 	
	 NP_417675 	 WP_046205607 	      145 	    80 	   81 	      148 	    94 	   96 	
	 NP_415699 	 WP_019564095 	      145 	    94 	   91 	      145 	    92 	   95 	
	 NP_415050 	 WP_019564530 	      145 	    95 	  102 	      145 	    99 	   96 	
	 NP_415361 	 WP_038497301 	      145 	    89 	   93 	      145 	    94 	   90 	
	 NP_414773 	 WP_003515641 	      145 	    97 	   93 	      145 	    94 	  101 	
	 NP_415405 	 WP_003512757 	      145 	    75 	   88 	      145 	    88 	   76 	
	 NP_417646 	 WP_003515161 	      145 	    96 	   82 	      145 	    82 	   97 	
	 NP_414887 	 WP_038492150 	      145 	    91 	   92 	      136 	    87 	   93 	
	 NP_415190 	 WP_038489677 	      144 	    80 	   79 	      154 	    88 	   93 	
	 NP_417378 	 WP_038496398 	      144 	    98 	   94 	      144 	    93 	   98 	
	 NP_415625 	 WP_026330914 	      144 	    82 	   86 	      144 	    84 	   85 	
	 NP_415467 	 WP_038490464 	      144 	    71 	   97 	      144 	    95 	   73 	
	 NP_418506 	 WP_038497260 	      144 	    93 	   87 	      134 	    76 	   84 	
	 NP_417795 	 WP_003516472 	      144 	    96 	   93 	      144 	    94 	   95 	
	 NP_415485 	 WP_025593243 	      143 	    94 	   90 	      143 	    91 	   95 	
	 NP_416607 	 WP_038494032 	      143 	    96 	  102 	      148 	    92 	   96 	
	 NP_418148 	 WP_013635571 	      143 	    98 	   97 	      136 	    98 	  101 	
	 NP_414655 	 WP_004432249 	      142 	    74 	   73 	      154 	    88 	   88 	
	 NP_414632 	 WP_038492885 	      142 	    85 	   83 	      159 	    94 	  101 	
	 NP_418350 	 WP_003513576 	      142 	    99 	   99 	      147 	    98 	   99 	
	 NP_418101 	 WP_038490538 	      142 	    99 	   99 	      133 	    99 	  103 	
	 NP_417753 	 WP_003495230 	      142 	   100 	   90 	      143 	    90 	  100 	
	 NP_417757 	 WP_003516122 	      142 	    98 	   95 	      142 	    96 	   99 	
	 NP_416704 	 WP_003516632 	      141 	    96 	   96 	      119 	    97 	   96 	
	 NP_417047 	 WP_038492227 	      141 	    62 	   68 	      141 	    68 	   64 	
	 NP_415191 	 WP_003514803 	      141 	    95 	   83 	      125 	    82 	  108 	
	 NP_416367 	 WP_003516783 	      140 	    98 	  101 	      140 	    99 	  100 	
	 NP_417697 	 WP_003512631 	      140 	    95 	   80 	      140 	    80 	   95 	
	 NP_415594 	 WP_003515108 	      140 	    99 	   98 	      144 	    97 	  103 	
	 NP_415726 	 WP_038489896 	      140 	    90 	   91 	      129 	    90 	   95 	
	 NP_416573 	 WP_038492736 	      140 	    85 	   90 	      140 	    89 	   87 	
	 NP_415322 	 WP_038493899 	      139 	    93 	   97 	      139 	    94 	   96 	
	 NP_417380 	 WP_003512948 	      139 	    92 	   99 	      139 	    98 	   92 	
	 NP_417863 	 WP_003513442 	      139 	    86 	   86 	      140 	    93 	   98 	
	 NP_415730 	 WP_038494721 	      139 	    95 	   94 	      139 	    94 	   98 	
	 NP_414724 	 WP_038490868 	      139 	    85 	   85 	      150 	    84 	   86 	
	 NP_416231 	 WP_003514622 	      138 	    99 	   87 	      120 	    87 	   99 	
	 NP_415573 	 WP_038495010 	      138 	    77 	   85 	      138 	    83 	   77 	
	 NP_417398 	 WP_038490318 	      138 	    92 	   96 	      129 	    96 	   91 	
	 NP_417894 	 WP_003514519 	      138 	    91 	   99 	      138 	    98 	   92 	
	 NP_416655 	 WP_003510994 	      138 	    99 	  108 	      138 	    99 	  100 	
	 NP_418612 	 WP_003511198 	      138 	    99 	   92 	      138 	    92 	  101 	
	 NP_415430 	 WP_046205640 	      137 	    93 	   93 	      137 	    88 	   92 	
	 NP_416471 	 WP_038490467 	      137 	    75 	   81 	      150 	    80 	   75 	
	 NP_416196 	 WP_038491355 	      137 	    84 	   83 	      147 	    86 	   87 	
	 NP_416292 	 WP_003512009 	      137 	    88 	   89 	      137 	    90 	   88 	
	 NP_415774 	 WP_004431986 	      137 	   100 	  100 	      137 	    99 	  100 	
	 NP_416342 	 WP_038494561 	      137 	    81 	   75 	      145 	    74 	   82 	
	 NP_418180 	 WP_003514921 	      137 	    91 	   91 	      137 	    92 	   91 	
	 NP_418134 	 WP_038495375 	      137 	    86 	   88 	      137 	    86 	   90 	
	 NP_418805 	 WP_038491538 	      136 	    64 	   70 	      136 	    70 	   64 	
	 NP_414920 	 WP_013636581 	      136 	    97 	   97 	      136 	    96 	   98 	
	 NP_417423 	 WP_003511807 	      136 	    99 	   94 	      136 	    93 	  101 	
	 NP_418483 	 WP_003515262 	      136 	    61 	   57 	      144 	    91 	  101 	
	 NP_417426 	 WP_003516516 	      136 	    97 	  103 	      136 	    99 	   97 	
	 NP_418091 	 WP_003515552 	      135 	    97 	   96 	      135 	    97 	  100 	
	 NP_416662 	 WP_004432220 	      135 	    94 	   93 	      142 	    93 	   97 	
	 NP_414722 	 WP_013636020 	      135 	    93 	   93 	      135 	    92 	   96 	
	 NP_415776 	 WP_003516338 	      135 	    91 	   89 	      126 	    87 	   92 	
	 NP_417097 	 WP_003492508 	      135 	    97 	   65 	      136 	    65 	  101 	
